Data Medicao,"NUMERO DE DIAS COM PRECIP. PLUV, MENSAL (AUT)(número)","PRECIPITACAO TOTAL, MENSAL (AUT)(mm)","PRESSAO ATMOSFERICA, MEDIA MENSAL (AUT)(mB)","TEMPERATURA MEDIA, MENSAL (AUT)(°C)","VENTO, VELOCIDADE MEDIA MENSAL (AUT)(m/s)",Nome Estacao,Codigo Estacao
2014-12-31,24.0,311.4,991.4,25.3,1.2,FEIJO,A138
2015-01-31,30.0,481.2,993.2,24.6,1.4,FEIJO,A138
2015-02-28,22.0,372.0,992.2,25.3,1.5,FEIJO,A138
2015-03-31,29.0,340.8,992.3,25.2,1.3,FEIJO,A138
2015-04-30,24.0,334.4,993.0,25.5,1.4,FEIJO,A138
2015-05-31,26.0,178.8,993.9,25.0,1.3,FEIJO,A138
2015-06-30,21.0,72.0,995.1,24.7,1.2,FEIJO,A138
2015-07-31,15.0,33.8,994.7,24.9,1.1,FEIJO,A138
2015-08-31,12.0,101.8,993.2,26.0,1.2,FEIJO,A138
2015-09-30,11.0,54.6,992.4,26.3,1.4,FEIJO,A138
2015-10-31,14.0,118.8,992.3,26.4,1.6,FEIJO,A138
2015-11-30,19.0,140.8,990.7,26.3,1.4,FEIJO,A138
2015-12-31,20.0,298.8,992.5,25.7,1.4,FEIJO,A138
2016-01-31,22.0,141.6,991.4,26.4,1.4,FEIJO,A138
2016-02-29,20.0,72.0,992.0,26.0,1.4,FEIJO,A138
2016-03-31,21.0,40.8,993.2,26.2,1.4,FEIJO,A138
2016-04-30,15.0,37.0,992.8,25.9,1.4,FEIJO,A138
2016-05-31,16.0,29.0,994.8,25.0,1.4,FEIJO,A138
2016-06-30,4.0,,,,,FEIJO,A138
2016-07-31,,,,,,FEIJO,A138
2016-08-31,,,,,,FEIJO,A138
2016-09-30,4.0,,,,,FEIJO,A138
2016-10-31,19.0,179.8,991.4,26.1,1.4,FEIJO,A138
2016-11-30,18.0,99.4,990.4,25.8,1.6,FEIJO,A138
2016-12-31,29.0,446.8,991.3,25.3,1.5,FEIJO,A138
2017-01-31,16.0,,,24.9,,FEIJO,A138
2017-02-28,,,,,,FEIJO,A138
2017-03-31,,,,,,FEIJO,A138
2017-04-30,,,,,,FEIJO,A138
2017-05-31,,,,,,FEIJO,A138
2017-06-30,,,,,,FEIJO,A138
2017-07-31,,,,,,FEIJO,A138
2017-08-31,,,,,,FEIJO,A138
2017-09-30,15.0,225.4,993.3,25.6,1.2,FEIJO,A138
2017-10-31,13.0,132.8,991.6,25.9,1.4,FEIJO,A138
2017-11-30,18.0,264.0,990.2,25.7,1.5,FEIJO,A138
2017-12-31,24.0,349.2,990.8,25.4,1.5,FEIJO,A138
2018-01-31,26.0,207.0,991.5,25.2,1.5,FEIJO,A138
2018-02-28,19.0,184.2,991.4,25.2,1.4,FEIJO,A138
2018-03-31,23.0,244.2,991.7,25.3,1.4,FEIJO,A138
2018-04-30,22.0,180.2,993.1,25.3,1.4,FEIJO,A138
2018-05-31,13.0,115.2,994.1,24.6,1.3,FEIJO,A138
2018-06-30,7.0,33.0,996.0,23.1,1.3,FEIJO,A138
2018-07-31,7.0,32.0,995.0,24.4,1.2,FEIJO,A138
2018-08-31,12.0,107.2,995.4,24.1,1.4,FEIJO,A138
2018-09-30,15.0,90.8,992.0,25.6,1.4,FEIJO,A138
2018-10-31,21.0,211.2,991.3,25.9,1.4,FEIJO,A138
2018-11-30,22.0,229.2,990.6,25.7,1.4,FEIJO,A138
2018-12-31,25.0,190.2,992.8,25.2,1.4,FEIJO,A138
2019-01-31,28.0,351.8,992.9,25.4,1.4,FEIJO,A138
2019-02-28,25.0,394.4,992.3,25.5,1.4,FEIJO,A138
2019-03-31,26.0,270.6,992.5,25.6,1.3,FEIJO,A138
2019-04-30,20.0,208.6,992.6,25.8,1.3,FEIJO,A138
2019-05-31,16.0,57.2,993.3,25.1,1.3,FEIJO,A138
2019-06-30,16.0,95.4,994.7,25.2,1.2,FEIJO,A138
2019-07-31,13.0,145.2,995.3,24.0,1.3,FEIJO,A138
2019-08-31,8.0,82.8,995.5,24.4,1.2,FEIJO,A138
2019-09-30,12.0,66.8,,26.3,1.3,FEIJO,A138
2019-10-31,21.0,165.6,992.4,25.1,1.4,FEIJO,A138
2019-11-30,22.0,281.8,990.6,25.7,1.4,FEIJO,A138
2019-12-31,20.0,364.4,991.3,25.9,1.4,FEIJO,A138
2020-01-31,19.0,209.8,992.0,26.3,1.5,FEIJO,A138
2020-02-29,21.0,299.8,992.3,25.7,1.4,FEIJO,A138
2020-03-31,19.0,299.6,991.8,26.0,1.3,FEIJO,A138
2020-04-30,20.0,294.0,993.7,25.3,1.3,FEIJO,A138
2020-05-31,16.0,54.6,994.9,24.6,1.3,FEIJO,A138
2020-06-30,10.0,67.6,994.1,25.1,1.1,FEIJO,A138
2020-07-31,8.0,37.0,993.9,24.7,1.2,FEIJO,A138
2020-08-31,5.0,85.2,993.6,24.9,1.3,FEIJO,A138
2020-09-30,13.0,153.4,992.7,26.0,1.4,FEIJO,A138
2020-10-31,15.0,132.8,992.0,25.8,1.4,FEIJO,A138
2020-11-30,13.0,46.4,991.1,26.2,1.4,FEIJO,A138
2020-12-31,20.0,302.2,991.5,25.4,1.4,FEIJO,A138
2021-01-31,13.0,,991.2,25.5,1.6,FEIJO,A138
2021-02-28,9.0,,,,,FEIJO,A138
2021-03-31,2.0,,,,,FEIJO,A138
2021-04-30,,,,,,FEIJO,A138
2021-05-31,,,,,,FEIJO,A138
2021-06-30,,,,,,FEIJO,A138
2021-07-31,,,,,,FEIJO,A138
2021-08-31,,,,,,FEIJO,A138
2021-09-30,,,,,,FEIJO,A138
2021-10-31,,,,,,FEIJO,A138
2021-11-30,,,,,,FEIJO,A138
2021-12-31,,,,,,FEIJO,A138
2022-01-31,,,,,,FEIJO,A138
2022-02-28,,,,,,FEIJO,A138
2022-03-31,,,,,,FEIJO,A138
2022-04-30,,,,,,FEIJO,A138
2022-05-31,,,,,,FEIJO,A138
2022-06-30,,,,,,FEIJO,A138
2022-07-31,,,,,,FEIJO,A138
2022-08-31,,,,,,FEIJO,A138
2022-09-30,,,,,,FEIJO,A138
2022-10-31,,,,,,FEIJO,A138
2022-11-30,,,,,,FEIJO,A138
2022-12-31,,,,,,FEIJO,A138
2023-01-31,,,,,,FEIJO,A138
2023-02-28,,,,,,FEIJO,A138
2023-03-31,,,,,,FEIJO,A138
2023-04-30,,,,,,FEIJO,A138
2023-05-31,,,,,,FEIJO,A138
2023-06-30,,,,,,FEIJO,A138
2023-07-31,,,,,,FEIJO,A138
2023-08-31,,,,,,FEIJO,A138
2023-09-30,,,,,,FEIJO,A138
2023-10-31,,,,,,FEIJO,A138
2023-11-30,,,,,,FEIJO,A138
2023-12-31,16.0,,,26.1,,FEIJO,A138
2024-01-31,25.0,152.6,992.5,26.3,1.4,FEIJO,A138
2024-02-29,24.0,405.2,992.3,26.2,1.4,FEIJO,A138
2024-03-31,22.0,198.8,992.0,26.4,1.4,FEIJO,A138
2024-04-30,20.0,345.4,991.9,26.4,1.4,FEIJO,A138
2024-05-31,16.0,92.8,993.7,24.7,1.5,FEIJO,A138
2024-06-30,15.0,26.6,993.8,25.5,1.1,FEIJO,A138
2024-07-31,6.0,56.2,995.9,24.0,1.3,FEIJO,A138
2024-08-31,5.0,52.4,994.4,25.4,1.4,FEIJO,A138
2024-09-30,6.0,97.4,991.8,26.8,1.3,FEIJO,A138
2024-10-31,12.0,264.0,991.6,26.9,1.4,FEIJO,A138
2024-11-30,21.0,189.2,990.4,25.9,1.4,FEIJO,A138
2024-12-31,28.0,345.4,991.2,25.7,1.4,FEIJO,A138
2014-01-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-02-28,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-03-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-04-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-05-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-06-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-07-31,9.0,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-08-31,20.0,23.2,991.9,24.0,0.8,PARQUE ESTADUAL CHANDLESS,A102
2014-09-30,18.0,119.8,989.9,25.3,0.9,PARQUE ESTADUAL CHANDLESS,A102
2014-10-31,26.0,203.4,989.5,24.9,0.9,PARQUE ESTADUAL CHANDLESS,A102
2014-11-30,24.0,369.6,988.2,24.9,0.9,PARQUE ESTADUAL CHANDLESS,A102
2014-12-31,30.0,369.0,988.5,25.0,1.0,PARQUE ESTADUAL CHANDLESS,A102
2015-01-31,27.0,303.2,990.4,24.5,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-02-28,25.0,277.8,989.4,24.9,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-03-31,24.0,411.2,989.5,24.9,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-04-30,28.0,202.6,990.3,24.9,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-05-31,24.0,105.0,991.2,24.5,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-06-30,,,992.4,24.2,0.7,PARQUE ESTADUAL CHANDLESS,A102
2015-07-31,27.0,25.0,992.1,24.1,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-08-31,23.0,103.6,990.5,25.7,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-09-30,16.0,112.0,989.6,25.9,0.8,PARQUE ESTADUAL CHANDLESS,A102
2015-10-31,15.0,57.4,989.6,26.1,1.1,PARQUE ESTADUAL CHANDLESS,A102
2015-11-30,21.0,182.4,988.0,26.0,1.0,PARQUE ESTADUAL CHANDLESS,A102
2015-12-31,27.0,226.2,989.8,25.5,0.9,PARQUE ESTADUAL CHANDLESS,A102
2016-01-31,26.0,225.6,988.6,26.1,0.7,PARQUE ESTADUAL CHANDLESS,A102
2016-02-29,19.0,150.6,989.4,25.8,0.6,PARQUE ESTADUAL CHANDLESS,A102
2016-03-31,6.0,25.4,990.6,25.9,0.8,PARQUE ESTADUAL CHANDLESS,A102
2016-04-30,1.0,67.2,990.3,25.3,0.9,PARQUE ESTADUAL CHANDLESS,A102
2016-05-31,1.0,39.8,992.5,24.3,0.9,PARQUE ESTADUAL CHANDLESS,A102
2016-06-30,1.0,8.8,994.2,23.0,0.9,PARQUE ESTADUAL CHANDLESS,A102
2016-07-31,,,992.5,24.0,0.6,PARQUE ESTADUAL CHANDLESS,A102
2016-08-31,1.0,14.2,991.6,24.7,0.6,PARQUE ESTADUAL CHANDLESS,A102
2016-09-30,2.0,43.8,992.0,24.5,0.6,PARQUE ESTADUAL CHANDLESS,A102
2016-10-31,,,989.2,25.3,0.5,PARQUE ESTADUAL CHANDLESS,A102
2016-11-30,,,988.1,25.4,0.6,PARQUE ESTADUAL CHANDLESS,A102
2016-12-31,,,988.8,25.2,0.5,PARQUE ESTADUAL CHANDLESS,A102
2017-01-31,,,989.9,24.5,0.3,PARQUE ESTADUAL CHANDLESS,A102
2017-02-28,,,989.3,25.0,0.4,PARQUE ESTADUAL CHANDLESS,A102
2017-03-31,,,989.7,24.7,0.3,PARQUE ESTADUAL CHANDLESS,A102
2017-04-30,,,990.5,24.8,0.4,PARQUE ESTADUAL CHANDLESS,A102
2017-05-31,,,990.9,25.2,0.3,PARQUE ESTADUAL CHANDLESS,A102
2017-06-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2017-07-31,,,994.1,22.6,0.5,PARQUE ESTADUAL CHANDLESS,A102
2017-08-31,,,991.0,25.2,0.5,PARQUE ESTADUAL CHANDLESS,A102
2017-09-30,,,991.0,25.4,0.4,PARQUE ESTADUAL CHANDLESS,A102
2017-10-31,,,989.2,25.8,0.6,PARQUE ESTADUAL CHANDLESS,A102
2017-11-30,,,987.9,25.5,0.4,PARQUE ESTADUAL CHANDLESS,A102
2017-12-31,,,988.4,25.2,0.4,PARQUE ESTADUAL CHANDLESS,A102
2018-01-31,,,989.2,25.1,0.4,PARQUE ESTADUAL CHANDLESS,A102
2018-02-28,,,989.1,24.8,0.3,PARQUE ESTADUAL CHANDLESS,A102
2018-03-31,,,989.4,25.0,0.4,PARQUE ESTADUAL CHANDLESS,A102
2018-04-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2018-05-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2018-06-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2018-07-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2018-08-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2018-09-30,,,989.8,25.4,0.5,PARQUE ESTADUAL CHANDLESS,A102
2018-10-31,,,988.8,25.9,0.3,PARQUE ESTADUAL CHANDLESS,A102
2018-11-30,,,988.1,25.4,0.4,PARQUE ESTADUAL CHANDLESS,A102
2018-12-31,,,990.2,25.1,0.4,PARQUE ESTADUAL CHANDLESS,A102
2019-01-31,,,990.3,25.3,0.3,PARQUE ESTADUAL CHANDLESS,A102
2019-02-28,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2019-03-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2019-04-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2019-05-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2019-06-30,2.0,,,24.8,,PARQUE ESTADUAL CHANDLESS,A102
2019-07-31,7.0,37.4,993.2,23.2,0.8,PARQUE ESTADUAL CHANDLESS,A102
2019-08-31,4.0,39.0,993.6,23.7,0.8,PARQUE ESTADUAL CHANDLESS,A102
2019-09-30,14.0,102.8,990.8,26.0,0.9,PARQUE ESTADUAL CHANDLESS,A102
2019-10-31,22.0,131.4,990.1,24.9,0.8,PARQUE ESTADUAL CHANDLESS,A102
2019-11-30,20.0,236.4,988.3,25.1,0.7,PARQUE ESTADUAL CHANDLESS,A102
2019-12-31,25.0,291.2,989.0,25.1,0.7,PARQUE ESTADUAL CHANDLESS,A102
2020-01-31,21.0,233.8,989.5,25.6,0.8,PARQUE ESTADUAL CHANDLESS,A102
2020-02-29,23.0,227.0,990.0,25.2,0.6,PARQUE ESTADUAL CHANDLESS,A102
2020-03-31,27.0,217.6,989.6,25.4,0.5,PARQUE ESTADUAL CHANDLESS,A102
2020-04-30,22.0,205.2,991.5,24.6,0.4,PARQUE ESTADUAL CHANDLESS,A102
2020-05-31,16.0,107.4,992.8,23.7,0.5,PARQUE ESTADUAL CHANDLESS,A102
2020-06-30,8.0,,991.9,24.3,0.5,PARQUE ESTADUAL CHANDLESS,A102
2020-07-31,8.0,13.0,991.6,24.2,0.6,PARQUE ESTADUAL CHANDLESS,A102
2020-08-31,2.0,11.6,991.4,24.0,0.7,PARQUE ESTADUAL CHANDLESS,A102
2020-09-30,11.0,149.2,990.5,25.7,0.7,PARQUE ESTADUAL CHANDLESS,A102
2020-10-31,19.0,140.4,989.7,25.6,0.8,PARQUE ESTADUAL CHANDLESS,A102
2020-11-30,18.0,173.2,988.8,25.9,0.7,PARQUE ESTADUAL CHANDLESS,A102
2020-12-31,25.0,295.6,989.3,24.8,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-01-31,25.0,262.6,989.2,24.7,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-02-28,26.0,514.4,989.2,24.9,0.6,PARQUE ESTADUAL CHANDLESS,A102
2021-03-31,26.0,263.0,989.8,24.5,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-04-30,22.0,152.8,990.3,24.8,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-05-31,14.0,110.2,992.0,24.2,0.6,PARQUE ESTADUAL CHANDLESS,A102
2021-06-30,5.0,,992.4,,0.6,PARQUE ESTADUAL CHANDLESS,A102
2021-07-31,3.0,,994.0,22.7,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-08-31,1.0,1.6,991.8,24.9,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-09-30,9.0,126.4,991.1,25.7,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-10-31,14.0,292.2,989.7,25.6,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-11-30,16.0,281.0,988.7,25.3,0.7,PARQUE ESTADUAL CHANDLESS,A102
2021-12-31,25.0,360.8,988.2,25.4,0.7,PARQUE ESTADUAL CHANDLESS,A102
2022-01-31,17.0,301.4,989.1,25.5,0.6,PARQUE ESTADUAL CHANDLESS,A102
2022-02-28,24.0,502.8,989.6,24.7,0.6,PARQUE ESTADUAL CHANDLESS,A102
2022-03-31,22.0,339.4,989.4,24.8,0.6,PARQUE ESTADUAL CHANDLESS,A102
2022-04-30,23.0,218.4,990.2,24.6,0.6,PARQUE ESTADUAL CHANDLESS,A102
2022-05-31,15.0,185.8,992.5,23.7,0.6,PARQUE ESTADUAL CHANDLESS,A102
2022-06-30,3.0,,,22.8,,PARQUE ESTADUAL CHANDLESS,A102
2022-07-31,1.0,,991.3,,0.6,PARQUE ESTADUAL CHANDLESS,A102
2022-08-31,9.0,32.2,992.2,23.9,0.7,PARQUE ESTADUAL CHANDLESS,A102
2022-09-30,4.0,18.4,990.4,25.8,0.9,PARQUE ESTADUAL CHANDLESS,A102
2022-10-31,16.0,173.6,989.5,25.8,0.8,PARQUE ESTADUAL CHANDLESS,A102
2022-11-30,14.0,189.6,989.7,24.8,0.7,PARQUE ESTADUAL CHANDLESS,A102
2022-12-31,20.0,278.8,988.9,25.1,0.7,PARQUE ESTADUAL CHANDLESS,A102
2023-01-31,21.0,315.2,990.3,24.6,0.8,PARQUE ESTADUAL CHANDLESS,A102
2023-02-28,16.0,297.8,990.5,24.7,0.7,PARQUE ESTADUAL CHANDLESS,A102
2023-03-31,22.0,338.8,990.3,25.1,0.6,PARQUE ESTADUAL CHANDLESS,A102
2023-04-30,21.0,176.8,990.2,25.1,0.6,PARQUE ESTADUAL CHANDLESS,A102
2023-05-31,8.0,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-06-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-07-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-08-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-09-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-10-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-11-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2023-12-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-01-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-02-29,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-03-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-04-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-05-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-06-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-07-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-08-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-09-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-10-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-11-30,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2024-12-31,,,,,,PARQUE ESTADUAL CHANDLESS,A102
2014-01-31,27.0,207.8,986.4,24.8,1.5,PORTO WALTER,A136
2014-02-28,23.0,262.6,986.0,25.1,1.3,PORTO WALTER,A136
2014-03-31,21.0,453.0,986.6,25.0,1.3,PORTO WALTER,A136
2014-04-30,24.0,304.4,987.7,25.2,1.2,PORTO WALTER,A136
2014-05-31,19.0,166.6,988.0,24.6,1.2,PORTO WALTER,A136
2014-06-30,11.0,56.0,988.7,25.3,1.2,PORTO WALTER,A136
2014-07-31,,,,,,PORTO WALTER,A136
2014-08-31,,,,,,PORTO WALTER,A136
2014-09-30,,,,,,PORTO WALTER,A136
2014-10-31,,,,,,PORTO WALTER,A136
2014-11-30,,,,,,PORTO WALTER,A136
2014-12-31,,,986.0,25.5,1.5,PORTO WALTER,A136
2015-01-31,,,987.9,24.7,1.4,PORTO WALTER,A136
2015-02-28,,,986.8,25.3,1.4,PORTO WALTER,A136
2015-03-31,,,987.0,25.2,1.3,PORTO WALTER,A136
2015-04-30,,,987.8,25.1,1.2,PORTO WALTER,A136
2015-05-31,,,988.6,25.1,1.1,PORTO WALTER,A136
2015-06-30,,,989.8,25.0,1.0,PORTO WALTER,A136
2015-07-31,,,989.4,25.4,1.1,PORTO WALTER,A136
2015-08-31,,,988.1,26.4,1.2,PORTO WALTER,A136
2015-09-30,,,987.1,26.7,1.2,PORTO WALTER,A136
2015-10-31,,,987.1,26.6,1.3,PORTO WALTER,A136
2015-11-30,,,985.4,26.3,1.4,PORTO WALTER,A136
2015-12-31,,,987.2,25.8,1.4,PORTO WALTER,A136
2016-01-31,,,985.9,26.5,1.4,PORTO WALTER,A136
2016-02-29,,,986.7,25.9,1.3,PORTO WALTER,A136
2016-03-31,,,987.8,25.9,1.2,PORTO WALTER,A136
2016-04-30,,,987.4,26.0,1.3,PORTO WALTER,A136
2016-05-31,,,989.4,25.4,1.1,PORTO WALTER,A136
2016-06-30,,,991.1,24.5,1.3,PORTO WALTER,A136
2016-07-31,,,989.6,25.7,1.1,PORTO WALTER,A136
2016-08-31,,,988.7,26.5,1.2,PORTO WALTER,A136
2016-09-30,,,,,,PORTO WALTER,A136
2016-10-31,,,,,,PORTO WALTER,A136
2016-11-30,,,,,,PORTO WALTER,A136
2016-12-31,,,,,,PORTO WALTER,A136
2017-01-31,,,,,,PORTO WALTER,A136
2017-02-28,,,,,,PORTO WALTER,A136
2017-03-31,,,,,,PORTO WALTER,A136
2017-04-30,,,,,,PORTO WALTER,A136
2017-05-31,,,,,,PORTO WALTER,A136
2017-06-30,,,,,,PORTO WALTER,A136
2017-07-31,,,,,,PORTO WALTER,A136
2017-08-31,,,,,,PORTO WALTER,A136
2017-09-30,10.0,,988.1,25.7,1.1,PORTO WALTER,A136
2017-10-31,12.0,124.0,986.5,26.2,1.4,PORTO WALTER,A136
2017-11-30,18.0,240.4,985.0,25.9,1.4,PORTO WALTER,A136
2017-12-31,19.0,152.6,985.5,25.8,1.6,PORTO WALTER,A136
2018-01-31,25.0,126.8,986.3,25.2,1.5,PORTO WALTER,A136
2018-02-28,20.0,183.8,986.1,25.4,1.4,PORTO WALTER,A136
2018-03-31,26.0,132.2,986.5,25.4,1.3,PORTO WALTER,A136
2018-04-30,24.0,249.4,987.9,25.2,1.3,PORTO WALTER,A136
2018-05-31,21.0,330.0,988.9,24.8,1.1,PORTO WALTER,A136
2018-06-30,5.0,54.0,990.7,23.9,1.2,PORTO WALTER,A136
2018-07-31,10.0,40.6,989.9,24.9,1.1,PORTO WALTER,A136
2018-08-31,13.0,51.4,990.3,24.7,1.2,PORTO WALTER,A136
2018-09-30,7.0,91.6,986.8,26.0,1.3,PORTO WALTER,A136
2018-10-31,18.0,353.8,986.2,25.9,1.3,PORTO WALTER,A136
2018-11-30,27.0,485.8,985.3,25.5,1.3,PORTO WALTER,A136
2018-12-31,25.0,271.2,987.5,25.0,1.5,PORTO WALTER,A136
2019-01-31,28.0,305.8,987.7,25.0,1.3,PORTO WALTER,A136
2019-02-28,23.0,264.2,987.1,25.2,1.3,PORTO WALTER,A136
2019-03-31,26.0,318.8,987.4,25.5,1.2,PORTO WALTER,A136
2019-04-30,16.0,85.2,987.3,25.9,1.2,PORTO WALTER,A136
2019-05-31,11.0,119.4,988.1,25.8,1.1,PORTO WALTER,A136
2019-06-30,9.0,,,25.8,,PORTO WALTER,A136
2019-07-31,14.0,59.2,990.1,24.5,1.1,PORTO WALTER,A136
2019-08-31,3.0,,990.4,24.6,1.2,PORTO WALTER,A136
2019-09-30,,,,,,PORTO WALTER,A136
2019-10-31,,,,,,PORTO WALTER,A136
2019-11-30,,,,,,PORTO WALTER,A136
2019-12-31,22.0,330.2,986.0,25.5,1.4,PORTO WALTER,A136
2020-01-31,15.0,157.0,986.7,26.2,1.5,PORTO WALTER,A136
2020-02-29,24.0,238.6,986.9,25.9,1.3,PORTO WALTER,A136
2020-03-31,10.0,,,26.1,,PORTO WALTER,A136
2020-04-30,,,,,,PORTO WALTER,A136
2020-05-31,,,,,,PORTO WALTER,A136
2020-06-30,,,,,,PORTO WALTER,A136
2020-07-31,,,,,,PORTO WALTER,A136
2020-08-31,,,,,,PORTO WALTER,A136
2020-09-30,,,,,,PORTO WALTER,A136
2020-10-31,,,,,,PORTO WALTER,A136
2020-11-30,,,,,,PORTO WALTER,A136
2020-12-31,,,,,,PORTO WALTER,A136
2021-01-31,,,,,,PORTO WALTER,A136
2021-02-28,,,,,,PORTO WALTER,A136
2021-03-31,,,,,,PORTO WALTER,A136
2021-04-30,,,,,,PORTO WALTER,A136
2021-05-31,,,,,,PORTO WALTER,A136
2021-06-30,,,,,,PORTO WALTER,A136
2021-07-31,,,,,,PORTO WALTER,A136
2021-08-31,,,,,,PORTO WALTER,A136
2021-09-30,,,,,,PORTO WALTER,A136
2021-10-31,,,,,,PORTO WALTER,A136
2021-11-30,,,,,,PORTO WALTER,A136
2021-12-31,,,,,,PORTO WALTER,A136
2022-01-31,,,,,,PORTO WALTER,A136
2022-02-28,,,,,,PORTO WALTER,A136
2022-03-31,,,,,,PORTO WALTER,A136
2022-04-30,,,,,,PORTO WALTER,A136
2022-05-31,,,,,,PORTO WALTER,A136
2022-06-30,,,,,,PORTO WALTER,A136
2022-07-31,,,,,,PORTO WALTER,A136
2022-08-31,,,,,,PORTO WALTER,A136
2022-09-30,,,,,,PORTO WALTER,A136
2022-10-31,,,,,,PORTO WALTER,A136
2022-11-30,,,,,,PORTO WALTER,A136
2022-12-31,,,,,,PORTO WALTER,A136
2023-01-31,,,,,,PORTO WALTER,A136
2023-02-28,,,,,,PORTO WALTER,A136
2023-03-31,,,,,,PORTO WALTER,A136
2023-04-30,,,,,,PORTO WALTER,A136
2023-05-31,,,,,,PORTO WALTER,A136
2023-06-30,,,,,,PORTO WALTER,A136
2023-07-31,,,,,,PORTO WALTER,A136
2023-08-31,,,,,,PORTO WALTER,A136
2023-09-30,,,,,,PORTO WALTER,A136
2023-10-31,,,,,,PORTO WALTER,A136
2023-11-30,,,,,,PORTO WALTER,A136
2023-12-31,,,,,,PORTO WALTER,A136
2024-01-31,,,,,,PORTO WALTER,A136
2024-02-29,,,,,,PORTO WALTER,A136
2024-03-31,,,,,,PORTO WALTER,A136
2024-04-30,,,,,,PORTO WALTER,A136
2024-05-31,,,,,,PORTO WALTER,A136
2024-06-30,,,,,,PORTO WALTER,A136
2024-07-31,,,,,,PORTO WALTER,A136
2024-08-31,,,,,,PORTO WALTER,A136
2024-09-30,,,,,,PORTO WALTER,A136
2024-10-31,,,,,,PORTO WALTER,A136
2024-11-30,,,,,,PORTO WALTER,A136
2024-12-31,,,,,,PORTO WALTER,A136
2014-01-31,25.0,298.0,992.4,24.9,0.5,APUI,A113
2014-02-28,,,991.9,24.8,0.5,APUI,A113
2014-03-31,,,992.4,25.4,0.5,APUI,A113
2014-04-30,,,992.9,25.5,0.5,APUI,A113
2014-05-31,,,993.1,25.4,0.4,APUI,A113
2014-06-30,,,993.6,26.3,0.7,APUI,A113
2014-07-31,,,995.2,26.1,0.6,APUI,A113
2014-08-31,,,993.8,26.5,0.5,APUI,A113
2014-09-30,3.0,,992.8,26.6,0.5,APUI,A113
2014-10-31,17.0,141.0,992.3,26.0,0.5,APUI,A113
2014-11-30,8.0,153.2,991.4,26.0,0.5,APUI,A113
2014-12-31,,,991.7,25.6,0.5,APUI,A113
2015-01-31,12.0,229.8,993.2,24.8,0.5,APUI,A113
2015-02-28,7.0,62.2,992.7,25.4,0.6,APUI,A113
